2,4
8,10
10,14
14,7
15,11
16,0
1,23
3,23
8,27
9,26
12,18
15,28
-17,20
-17,30
-13,29
-12,20
-12,24
-6,27
-16,7
-15,5
-13,13
-11,15
-8,10
-8,13
-17,-11
-13,-13
-7,-17
-7,-8
-1,-5
-1,-1
0,-10
3,-5
4,-7
6,-2
10,-7
16,-5
22,-9
22,-2
28,-13
30,-6
32,-4
33,-11
18,4
22,7
22,9
28,8
30,10
33,12
17,29
17,33
18,28
21,19
21,20
24,27
20,50
22,39
24,40
28,46
29,35
32,36
3,37
3,40
3,47
6,36
10,37
16,39
-16,45
-14,44
-11,36
-4,37
-3,47
-2,36
-33,44
-31,35
-27,44
-23,40
-22,39
-20,50
-34,27
-33,29
-30,19
-30,22
-29,17
-18,24
-28,6
-27,11
-27,12
-25,15
-18,1
-32,-17
-32,-15
-30,-6
-29,-11
-26,-2
-22,-10
-34,-34
-34,-23
-31,-32
-31,-30
-29,-19
-26,-33
-16,-18
-15,-33
-12,-32
-12,-18
-7,-24
1,-29
8,-32
10,-30
11,-19
13,-29
17,-29
19,-19
22,-33
31,-29
31,-27
31,-24
35,-30
38,-29
44,-32
46,-22
48,-20
50,-34
35,-2
38,-3
40,-15
40,-5
45,-6
46,-10
36,0
36,14
43,5
46,10
47,5
47,7
37,28
37,30
38,29
44,21
48,24
34,50
41,48
44,45
46,40
49,35
50,46
37,58
39,57
39,61
46,63
49,62
50,53
18,52
19,53
19,57
22,61
24,58
33,64
3,64
10,61
11,58
14,58
15,54
16,63
-16,63
-9,59
-9,67
-6,56
-2,55
-2,64
-34,51
-32,55
-31,54
-30,52
-22,61
-20,61
-51,67
-50,65
-49,54
-41,61
-36,63
-35,64
-49,40
-44,37
-44,50
-41,34
-37,40
-36,44
-48,31
-43,18
-41,19
-41,30
-37,20
-49,3
-48,4
-43,16
-41,12
-40,7
-39,4
-47,-3
-45,-16
-45,-11
-45,-5
-41,-15
-36,-2
-50,-32
-48,-34
-45,-23
-44,-28
-42,-21
-40,-24
-50,-46
-49,-48
-47,-49
-43,-48
-43,-39
-36,-39
-32,-47
-25,-44
-21,-50
-20,-40
-19,-47
-18,-46
-17,-51
-12,-49
-12,-37
-8,-35
-2,-40
-1,-51
5,-38
6,-35
7,-38
8,-44
10,-38
14,-35
20,-47
20,-37
23,-41
27,-43
31,-40
31,-38
39,-51
46,-51
46,-37
48,-50
48,-36
49,-51
59,-41
59,-40
65,-35
67,-41
67,-38
67,-35
52,-33
53,-34
55,-27
55,-21
63,-22
64,-29
53,-1
54,-4
57,-15
59,-9
61,-16
61,-4
52,10
52,11
61,13
62,8
63,1
64,8
54,17
61,23
61,28
62,26
65,33
66,26
52,50
56,47
57,43
59,49
60,49
63,44
58,57
60,56
62,55
62,61
62,62
63,67
52,78
56,68
56,83
59,83
64,71
67,83
34,68
37,70
38,73
43,84
46,72
46,79
23,80
26,70
26,71
27,80
31,68
32,71
3,74
3,76
4,69
14,73
15,69
16,79
-17,69
-16,70
-12,71
-9,82
-6,81
-4,74
-32,77
-29,69
-29,80
-29,83
-24,77
-20,72
-51,81
-46,82
-43,80
-41,83
-37,80
-35,68
-65,77
-65,83
-61,69
-58,71
-54,83
-53,80
-67,60
-66,64
-65,51
-58,54
-57,59
-56,61
-68,34
-65,50
-64,49
-57,47
-55,37
-54,49
-67,31
-64,22
-55,17
-55,27
-54,21
-54,22
-66,9
-63,3
-58,12
-56,2
-56,14
-54,10
-68,-15
-67,-12
-55,-15
-54,-6
-53,-16
-52,-14
-68,-24
-63,-32
-60,-22
-59,-32
-59,-22
-52,-18
-64,-40
-59,-45
-58,-37
-52,-51
-52,-49
-52,-40
-67,-58
-65,-57
-63,-53
-59,-60
-58,-68
-55,-66
-51,-68
-45,-56
-44,-55
-41,-64
-40,-59
-39,-66
-29,-55
-28,-64
-28,-57
-26,-63
-21,-66
-21,-53
-16,-55
-12,-53
-11,-62
-10,-63
-8,-52
-3,-53
5,-60
6,-58
7,-62
10,-64
11,-65
11,-58
17,-68
21,-55
22,-58
23,-55
25,-62
28,-60
34,-52
42,-67
45,-62
46,-58
48,-52
50,-67
52,-56
55,-64
56,-54
59,-62
61,-66
64,-56
68,-65
72,-60
75,-52
78,-62
78,-53
80,-60
72,-41
78,-38
79,-49
80,-36
83,-41
68,-25
71,-33
74,-26
77,-34
79,-21
83,-23
69,-13
70,-6
74,-15
74,-4
74,-2
80,-1
71,0
74,9
78,14
81,1
82,10
84,2
74,25
79,20
79,24
80,29
83,23
84,29
68,34
73,37
74,35
74,43
79,47
83,44
70,63
71,67
75,61
77,64
77,66
84,51
69,72
77,82
78,71
79,68
80,84
81,74
74,86
74,98
74,99
77,101
83,85
84,85
52,88
54,97
63,87
64,92
66,85
37,86
44,88
44,89
44,92
45,96
48,88
17,92
17,100
20,88
21,95
27,85
33,101
0,87
0,99
4,92
8,94
13,89
14,99
-17,89
-14,96
-9,93
-8,87
-2,88
-1,87
-32,97
-30,91
-30,93
-25,87
-21,99
-19,91
-50,94
-48,88
-45,93
-42,100
-41,92
-38,89
-68,101
-64,98
-59,91
-59,95
-56,98
-53,97
-78,95
-74,98
-70,89
-70,90
-70,93
-69,97
-84,75
-84,76
-82,72
-82,83
-76,72
-70,78
-81,62
-79,61
-79,62
-77,62
-75,51
-71,54
-85,41
-85,50
-71,39
-71,41
-70,37
-70,38
-82,29
-81,25
-78,22
-74,24
-73,30
-71,26
-85,11
-78,4
-75,8
-74,16
-71,13
-69,11
-80,-10
-78,-13
-78,-7
-76,-11
-75,-3
-69,-7
-84,-25
-81,-23
-73,-32
-72,-29
-70,-19
-79,-43
-77,-42
-76,-36
-74,-39
-73,-45
-70,-50
-83,-63
-83,-53
-80,-58
-79,-60
-76,-66
-69,-66
-83,-85
-83,-80
-83,-70
-82,-71
-79,-85
-78,-79
-65,-74
-63,-83
-62,-81
-61,-84
-55,-83
-52,-71
-50,-72
-48,-82
-46,-78
-44,-78
-40,-84
-39,-78
-29,-84
-29,-80
-29,-71
-28,-75
-21,-70
-20,-78
-17,-85
-16,-80
-16,-69
-10,-85
-9,-72
-7,-75
1,-80
3,-81
3,-75
7,-81
7,-71
11,-75
17,-76
20,-74
20,-70
22,-71
31,-80
32,-78
35,-84
40,-79
40,-74
46,-71
47,-77
47,-73
56,-74
60,-71
63,-84
65,-83
66,-81
67,-81
69,-84
70,-71
75,-72
76,-85
77,-73
78,-73
85,-75
92,-80
93,-82
94,-77
96,-77
101,-80
93,-52
94,-53
95,-68
98,-68
100,-56
100,-53
86,-46
89,-38
89,-35
91,-48
95,-40
98,-50
85,-30
85,-21
90,-26
95,-22
96,-25
100,-31
86,-9
86,-5
